Complaint_ID,Complaint_Text,Category
SWG846385,Order got cancelled automatically and money is still debited from my account.,Order Cancellation
SWG817276,Delivery boy didn't wear mask and was very unprofessional in behavior. Please take necessary action.,Delivery Executive Issue
SWG444511,Order was supposed to arrive in 30 minutes but came after 2 hours. This needs immediate attention.,Late Delivery
SWG849894,Delivery address was incorrect in the system despite entering correctly.,Delivery Location Issue
SWG599694,App interface is buggy and not responding to touch inputs.,App Technical Issue
SWG736032,I want a full refund for this. Several items missing from my order without any notification. This is not what I expected from Swiggy.,Missing Items
SWG532961,Delivery boy didn't wear mask and was very unprofessional in behavior. I am losing trust in Swiggy.,Delivery Executive Issue
SWG935012,Order was cancelled by restaurant after 45 minutes. No explanation given. I hope this gets resolved soon.,Order Cancellation
SWG313748,Coupon code expired suddenly while placing the order.,Coupon/Offer Issue
SWG783421,Restaurant didn't follow special cooking instructions provided. I hope this gets resolved soon.,Restaurant Service Issue
SWG680290,Got someone else's order. The items are completely different.,Incorrect Order
SWG327216,This is unacceptable. Restaurant didn't follow special cooking instructions provided.,Restaurant Service Issue
SWG783344,Offer not applied correctly during checkout process. Please take necessary action.,Coupon/Offer Issue
SWG127254,Customer support is not responding to my complaint emails.,Professional Support Agent
SWG769615,I expect better service from Swiggy. Cancelled order but refund is taking too much time to process. I want a proper explanation for this.,Refund Issue
SWG866437,Food temperature was very low. Seems like prepared much earlier.,Cold Food Delivery
SWG649434,Please resolve this issue immediately. Missing items from order. This is the second time this happened. I want a proper explanation for this.,Missing Items
SWG722691,Wrong refund amount credited. Need to get the correct amount back. I am losing trust in Swiggy.,Refund Issue
SWG870137,Payment got stuck and amount debited without order confirmation. Please improve your service quality.,Payment Issue
SWG416110,Please resolve this issue immediately. Payment deducted twice for the same order. Need immediate refund. I hope this gets resolved soon.,Payment Issue
SWG809553,Payment option not working properly during checkout process.,Payment Issue
SWG701480,This is very frustrating. Applied valid coupon but discount not reflected in final amount. Please improve your service quality.,Coupon/Offer Issue
SWG208111,This has happened multiple times. Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG653408,This has happened multiple times. Restaurant cancelled order citing unavailability after accepting it. I hope this gets resolved soon.,Order Cancellation
SWG439403,Very poor service quality. Delivery boy didn't call properly and marked order as delivered without delivering.,Delivery Executive Issue
SWG968336,I want a full refund for this. Several items missing from my order without any notification.,Missing Items
SWG102931,Missing items from order. This is the second time this happened. This is not what I expected from Swiggy.,Missing Items
SWG561999,Order cancelled without consent. This is the third time this month.,Order Cancellation
SWG667802,Cancelled order but refund is taking too much time to process. This is not what I expected from Swiggy.,Refund Issue
SWG432369,Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG818798,Wrong food delivered. The order doesn't match what I selected.,Incorrect Order
SWG621249,Delayed delivery by more than 90 minutes without proper communication.,Late Delivery
SWG795613,Order tracking shows wrong location and estimated time keeps changing. I hope this gets resolved soon.,Tracking Issue
SWG613340,The food was of terrible quality. Completely inedible and waste of money. I hope this gets resolved soon.,Food Quality Issue
SWG164401,Wrong food delivered. The order doesn't match what I selected.,Incorrect Order
SWG242921,Please take immediate action. Delivery person was extremely unprofessional and used inappropriate language. I want a proper explanation for this.,Delivery Executive Issue
SWG332142,Location detection not working in the app. Shows wrong address. I want a proper explanation for this.,App Technical Issue
SWG575110,This ruined my entire meal experience. Poor food quality with bad taste and smell. Seems like old ingredients used. This needs immediate attention.,Food Quality Issue
SWG250861,Location issue during delivery. Executive was completely lost. This is not what I expected from Swiggy.,Delivery Location Issue
SWG222930,Food delivered 3 hours after estimated time. Completely unacceptable. Please ensure this doesn't happen again.,Late Delivery
SWG719887,This is very frustrating. Support team keeps giving generic responses without solving the issue. This is really disappointing.,Professional Support Agent
SWG592491,Restaurant staff was uncooperative and didn't handle requests properly.,Restaurant Service Issue
SWG540932,Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG801396,Cancelled order but refund is taking too much time to process. I hope this gets resolved soon.,Refund Issue
SWG985447,Restaurant cancelled my order at the last minute without proper reason.,Order Cancellation
SWG215695,The packaging was torn and food was spilled inside the bag. Please take necessary action.,Unhygienic Packaging
SWG507683,Discount coupon not working for eligible restaurants.,Coupon/Offer Issue
SWG366105,Order status is misleading. Shows delivered but actually still cooking.,Inconsistent Order Status
SWG905305,Food quality was below average. Not worth the price paid. This is really disappointing.,Food Quality Issue
SWG655000,This has happened multiple times. Half of the ordered items are missing from the delivery.,Missing Items
SWG491772,Food quality was very poor. Tasted stale and not fresh. Please help resolve this matter urgently.,Food Quality Issue
